epoch,train_loss,eval_loss,eval_top1,eval_top5,lr
0,4.931551059087117,1.8150767695903778,65.4921881389618,85.53125057220458,8e-05
1,4.646688183148702,1.6359483748674393,67.16796895980835,86.91211055755615,7.998026241462927e-05
2,4.274679958820343,1.5109777399897575,68.388672208786,87.96679788589478,7.992106913713087e-05
3,4.102393905321757,1.422964732348919,69.43945380210876,88.75390729904174,7.98224785841232e-05
4,4.022949119408925,1.3593121354281903,70.22851723670959,89.3945323753357,7.968458805257913e-05
epoch,train_loss,eval_loss,eval_top1,eval_top5,lr
5,4.049097955226898,1.3118062880635262,70.9726570892334,89.8867202758789,7.950753362380551e-05
6,4.136750638484955,1.2761597141623497,71.47851574897766,90.2167995262146,7.929149002914756e-05
7,3.90109250942866,1.2488208355009556,71.86523386001586,90.56054822921753,7.90366704775499e-05
8,3.841719090938568,1.2287121079862118,72.33203176498414,90.8378915977478,7.874332644514525e-05
9,3.770576596260071,1.213368316590786,72.69336046218872,91.04882940292359,7.841174742707773e-05
10,3.8020737767219543,1.2022114123404026,72.98046867370606,91.25390747070313,7.804226065180615e-05
11,3.7895291248957315,1.1944482912123204,73.21679750442505,91.47461065292359,7.763523075816903e-05
12,3.793304204940796,1.1882191218435765,73.40820360183716,91.64257907867432,7.719105943553007e-05
13,3.6839506228764853,1.1831573259830475,73.63085990905762,91.7773447227478,7.671018502735925e-05
14,3.5715384483337402,1.1795420657098292,73.82226600646973,91.92773532867432,7.619308209864079e-05
15,3.657633821169535,1.1761613719165325,74.03320426940918,92.00781295776368,7.564026096753472e-05
16,3.591462731361389,1.172881767898798,74.18750141143799,92.11523624420165,7.505226720175455e-05
17,3.6255670189857483,1.1693349531292916,74.35937664031982,92.19922122955322,7.442968108015775e-05
18,3.5801952481269836,1.1662576651573182,74.49023544311524,92.31836088180542,7.377311702008061e-05
19,3.554813007513682,1.164320728480816,74.58789112091064,92.38867265701293,7.308322297098248e-05
20,3.457315822442373,1.1620309272408484,74.73046993255615,92.45507900238037,7.236067977499791e-05
21,3.5672279596328735,1.159712843745947,74.84765613555908,92.48828287124634,7.160620049502761e-05
22,3.53380678097407,1.1571477916836739,74.94335920333862,92.54882890701293,7.082052971103158e-05
23,3.487663984298706,1.154057478159666,74.9882822227478,92.56835981369018,7.000444278521839e-05
24,3.5004969239234924,1.1516097475588323,75.05468835830689,92.58203247070313,6.915874509685646e-05
25,3.4280939300855002,1.1493897505104542,75.0957046508789,92.6582048034668,6.828427124746191e-05
26,3.5389609734217324,1.1477706310153009,75.15625123977661,92.68164207458496,6.738188423714756e-05
27,3.4319023887316384,1.146320166885853,75.23828233718872,92.73047132492066,6.645247461294608e-05
28,3.3876670797665915,1.144729617089033,75.29882932662964,92.76172124862671,6.54969595899476e-05
29,3.4771597186724343,1.1428448355197907,75.30664211273194,92.79687715530396,6.451628214611907e-05
30,3.421202858289083,1.1404093532264232,75.4218759918213,92.85156589508057,6.351141009169894e-05
31,3.3657180269559226,1.137888873964548,75.46093843460083,92.90234655380249,6.248333511408524e-05
32,3.274315575758616,1.1370809063315392,75.52343812942505,92.94922088623046,6.143307179915987e-05
33,3.350744823614756,1.1354224720597268,75.58007852554321,92.99023614883423,6.036165663001486e-05
34,3.304478943347931,1.134502743035555,75.54687646865845,93.0683609199524,5.9270146964068614e-05
35,3.271660109361013,1.1332013109326362,75.56836071014405,93.07031469345092,5.8159619989581874e-05
36,3.325031121571859,1.132610675096512,75.65039125442505,93.10742252349854,5.703117166260291e-05
37,3.2254156867663064,1.132391093224287,75.6425791168213,93.11523628234863,5.5885915625391226e-05
38,3.208984593550364,1.1315597148239613,75.6796890449524,93.11914257049561,5.472498210738713e-05
39,3.246107002099355,1.130857714265585,75.74414205551147,93.11718906402588,5.3549516809811667e-05
40,3.2273838917414346,1.1306171156466007,75.78125143051147,93.11718944549561,5.23606797749979e-05
41,3.20580263932546,1.1300574937462806,75.79297002792359,93.10742359161377,5.115964424156918e-05
42,3.266301413377126,1.1295993068814278,75.83984500885009,93.13671997070313,4.9947595486594186e-05
43,3.2315300703048706,1.1294423666596414,75.84375082015991,93.12109504699707,4.872572965586171e-05
44,3.2356188694636026,1.1294311180710792,75.84179683685302,93.14453317642212,4.7495252583429e-05
45,3.252088745435079,1.1292391876876353,75.87500026702881,93.15429899215698,4.625737860160924e-05
